row_index,parse_ok,length,finite_count,nonfinite_count,min,max,mean,split
108,True,2151,2151,0,0.036,0.972,0.42450116225011625,balanced
112,True,2151,2151,0,0.041,0.975,0.4340980939098094,balanced
115,True,2151,2151,0,0.055,0.964,0.4639386331938633,balanced
117,True,2151,2151,0,0.048,1.007,0.47769502556950255,balanced
120,True,2151,2151,0,0.031,0.922,0.40608135750813573,balanced
122,True,2151,2151,0,0.051,0.956,0.4414546722454672,balanced
128,True,2151,2151,0,0.045,1.01,0.4709874476987448,balanced
129,True,2151,2151,0,0.054,1.011,0.4685546257554626,balanced
134,True,2151,2151,0,0.034,0.993,0.4486178521617852,balanced
137,True,2151,2151,0,0.054,0.986,0.4343900511390051,balanced
138,True,2151,2151,0,0.04,1.003,0.4561813110181311,balanced
141,True,2151,2151,0,0.042,1.025,0.45459414225941425,balanced
144,True,2151,2151,0,0.054,0.986,0.4343900511390051,balanced
145,True,2151,2151,0,0.04,1.003,0.4561813110181311,balanced
147,True,2151,2151,0,0.063,1.004,0.47232775453277537,balanced
149,True,2151,2151,0,0.076,1.108,0.5245648535564853,balanced
152,True,2151,2151,0,0.062,0.951,0.4589837284983728,balanced
162,True,2151,2151,0,0.06,1.003,0.4790990237099023,balanced
169,True,2151,2151,0,0.066,0.973,0.47073175267317524,balanced
179,True,2151,2151,0,0.086,1.13,0.5640353324035332,balanced
181,True,2151,2151,0,0.038,0.956,0.4399404927940493,balanced
192,True,2151,2151,0,0.055,1.008,0.44982426778242685,balanced
196,True,2151,2151,0,0.057,1.0,0.4794941887494189,balanced
201,True,2151,2151,0,0.064,0.988,0.4857601115760111,balanced
205,True,2151,2151,0,0.058,0.948,0.4767452347745235,balanced
211,True,2151,2151,0,0.056,1.006,0.49274337517433753,balanced
213,True,2151,2151,0,0.047,1.063,0.49100232450023246,balanced
